@RELATION	yazar

@ATTRIBUTE	oz0	REAL
@ATTRIBUTE	oz1	REAL
@ATTRIBUTE	oz2	REAL
@ATTRIBUTE	oz3	REAL
@ATTRIBUTE	oz4	REAL
@ATTRIBUTE	oz5	REAL
@ATTRIBUTE	oz6	REAL
@ATTRIBUTE	oz7	REAL
@ATTRIBUTE	oz8	REAL
@ATTRIBUTE	oz9	REAL
@ATTRIBUTE	oz10	{1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9,}

@DATA
1,34,3,1,839,26,1,3,39,857,2
1,34,2,1,832,39,1,2,38,853,2
1,36,1,1,965,52,2,9,39,975,20
1,37,1,1,916,36,2,7,40,927,20
1,37,1,1,894,69,1,4,40,906,20
1,30,1,1,868,42,1,1,33,881,20
1,39,6,1,942,59,2,7,47,958,20
2,31,2,1,948,44,3,7,36,969,20
2,34,2,1,933,56,5,6,39,950,20
1,33,2,1,834,50,1,1,37,850,20
2,40,2,2,941,64,3,5,46,960,20
3,47,2,1,940,49,2,4,53,959,20
1,30,1,1,967,49,4,4,33,977,20
2,39,3,1,886,43,2,2,45,899,20
1,34,1,1,872,43,5,6,37,891,20
1,42,2,1,968,48,3,2,46,979,20
1,33,6,1,954,61,2,6,41,969,20
1,37,4,1,913,49,2,6,43,931,20
1,35,4,1,949,36,2,1,41,960,20
1,37,2,1,936,42,1,2,41,951,20
2,41,2,2,908,51,6,3,47,933,20
2,40,1,2,955,50,4,3,45,976,20
3,36,3,1,893,51,2,2,43,899,20
2,39,3,1,918,41,4,8,45,931,20
3,31,2,4,911,50,2,7,40,920,20
3,40,3,3,890,51,5,6,49,910,20
5,42,1,2,904,42,2,6,50,920,20
1,38,2,2,942,48,1,5,43,957,20
3,42,2,1,949,42,5,4,48,962,20
2,39,4,1,960,41,4,3,46,976,20
1,27,3,1,920,61,4,7,32,934,20
2,34,2,1,949,49,3,3,39,963,20
1,36,3,1,912,27,2,5,41,929,20
3,35,4,2,948,42,2,5,44,957,20
1,34,6,2,902,49,5,6,43,914,20
1,33,6,1,912,45,2,6,41,926,20
1,30,2,5,922,50,1,3,38,932,20
3,41,5,1,952,70,2,6,50,969,20
2,41,2,1,913,54,3,7,46,934,20
2,36,4,1,908,42,3,4,43,923,20
2,47,6,1,914,41,2,4,56,930,20
2,35,2,2,942,52,4,2,41,957,20
2,33,2,1,935,42,3,4,38,950,20
1,38,2,2,928,48,2,4,43,937,20
1,38,2,1,949,56,8,8,42,958,20
1,33,1,1,942,53,4,2,36,955,20
1,38,2,2,928,45,3,3,43,942,20
2,37,11,2,940,43,2,8,52,954,20
1,33,6,1,944,63,2,3,41,959,20
2,41,2,1,971,55,1,8,46,988,20
1,32,3,2,935,64,1,6,38,949,20
1,32,2,1,911,58,1,2,36,928,20
1,36,2,1,681,34,1,1,40,700,21
1,31,1,1,634,27,4,1,34,648,21
1,12,1,1,236,14,1,1,15,243,21
1,24,1,1,484,26,1,1,27,494,21
1,69,5,1,1494,74,2,1,76,1535,21
1,35,2,1,722,36,1,1,39,740,21
1,15,1,1,357,18,1,1,18,365,21
1,17,2,1,369,22,1,1,21,382,21
1,30,1,1,589,31,1,1,33,595,21
1,38,1,1,797,46,1,1,41,809,21
1,38,1,1,797,46,1,1,41,809,21
1,24,2,1,585,30,1,1,28,596,21
1,18,2,1,367,16,1,1,22,371,21
1,27,3,1,565,27,1,1,32,572,21
1,59,2,1,1191,48,1,3,63,1215,21
1,30,1,1,729,31,1,1,33,758,21
1,40,1,1,796,35,2,1,43,819,21
1,42,1,1,974,45,2,2,45,981,21
1,28,2,1,566,37,1,2,32,578,21
1,25,4,1,557,26,1,1,31,579,21
1,15,1,1,306,13,1,1,18,317,21
1,30,6,1,533,26,1,1,38,551,21
1,71,4,1,1518,73,1,1,77,1550,21
1,25,4,1,466,26,1,1,31,483,21
1,35,4,1,644,35,1,1,41,668,21
1,16,1,1,359,18,1,1,19,370,21
1,17,3,1,383,19,1,1,22,388,21
2,54,4,1,975,43,1,1,61,1002,21
1,32,1,1,794,37,1,1,35,804,21
1,31,2,1,728,34,1,1,35,737,21
1,39,1,1,797,31,1,1,42,815,21
1,47,5,1,1021,39,1,1,54,1036,21
1,20,4,1,422,30,1,1,26,426,21
1,67,5,1,1505,63,1,2,74,1531,21
1,18,2,1,415,25,1,1,22,425,21
1,18,1,1,398,24,1,1,21,419,21
2,19,1,1,349,14,2,2,23,362,21
1,48,7,1,1324,69,1,1,57,1354,21
2,45,5,1,1007,40,1,2,53,1023,21
1,21,1,1,449,27,1,1,24,457,21
1,27,1,1,612,25,1,1,30,624,21
1,30,4,1,712,32,1,2,36,723,21
1,51,3,1,1251,65,2,1,56,1285,21
1,38,3,1,839,40,1,2,43,855,21
1,37,2,1,786,34,2,1,41,796,21
2,45,5,1,845,49,1,1,53,869,21
1,35,3,1,649,31,1,1,40,672,21
1,30,1,1,611,44,1,1,33,632,21
1,41,5,1,842,39,1,1,48,866,21
1,36,1,1,610,34,1,1,39,618,21
1,37,1,1,678,25,1,1,40,708,22
1,22,1,1,691,35,1,1,25,707,22
1,15,1,1,298,15,1,1,18,313,22
1,26,2,1,633,26,3,4,30,648,22
2,35,5,1,732,44,1,1,43,751,22
1,24,1,1,692,41,1,1,27,716,22
1,55,1,1,1055,67,1,2,58,1118,22
1,33,4,1,657,28,1,1,39,697,22
2,37,6,1,686,39,2,5,46,708,22
1,43,3,2,947,38,8,2,49,989,22
2,26,2,1,504,23,1,1,31,530,22
1,33,2,1,772,48,3,1,37,792,22
1,33,2,1,833,44,1,2,37,874,22
1,29,2,1,601,18,1,2,33,632,22
1,31,2,1,716,30,1,5,35,738,22
1,47,1,1,952,58,1,4,50,996,22
1,34,1,1,707,31,1,1,37,735,22
1,31,1,1,619,22,1,3,34,653,22
1,38,2,1,708,35,1,2,42,732,22
1,35,3,1,817,33,1,1,40,835,22
1,22,1,1,494,21,1,1,25,514,22
2,56,5,1,1007,61,2,2,64,1056,22
1,21,1,1,442,24,1,1,24,463,22
1,26,1,1,699,41,1,1,29,733,22
1,21,1,1,436,9,1,2,24,463,22
1,38,3,1,788,37,3,2,43,813,22
1,20,1,1,543,18,1,1,23,564,22
1,29,1,1,739,47,1,1,32,756,22
1,20,1,1,396,17,1,1,23,414,22
1,60,3,1,1024,63,1,2,65,1068,22
1,31,2,1,581,18,1,1,35,615,22
2,48,4,1,864,26,1,2,55,892,22
1,16,1,1,365,14,1,1,19,377,22
1,37,4,1,777,31,1,1,43,806,22
1,18,1,1,441,19,1,1,21,460,22
4,63,1,1,1061,42,4,6,69,1103,22
1,26,1,1,598,13,1,2,29,624,22
1,24,1,1,599,25,1,2,27,622,22
1,38,6,1,782,33,1,3,46,816,22
1,22,1,1,495,13,1,2,25,518,22
1,29,1,1,636,38,1,1,32,664,22
2,56,4,1,1020,44,2,4,63,1060,22
1,30,2,1,680,32,1,1,34,714,22
1,25,3,1,634,32,1,1,30,663,22
1,34,3,1,793,44,1,3,39,822,22
1,35,3,1,779,34,2,3,40,806,22
1,14,1,1,277,10,1,1,17,285,22
3,64,7,1,1004,50,2,1,75,1060,22
1,36,1,1,660,21,1,3,39,700,22
1,37,2,1,817,36,1,2,41,854,22
1,49,1,1,708,42,1,8,52,721,23
1,42,2,3,645,36,1,1,48,664,23
1,38,3,2,671,35,1,3,44,688,23
1,49,1,2,617,17,1,1,53,582,23
1,28,4,3,626,35,1,2,36,644,23
1,53,1,2,741,29,1,16,57,743,23
1,49,1,1,613,40,1,2,52,639,23
1,59,3,4,1031,54,1,1,67,1060,23
1,56,1,2,798,42,1,10,60,816,23
1,35,2,2,613,33,1,1,40,635,23
1,36,2,1,618,26,1,7,40,635,23
1,42,1,3,603,31,1,2,47,630,23
1,48,7,2,636,25,1,9,58,663,23
1,49,2,2,677,40,1,3,54,696,23
1,54,1,7,727,40,1,17,63,755,23
1,53,2,2,608,27,1,8,58,632,23
1,41,5,4,689,34,1,8,51,713,23
1,38,3,1,610,30,1,2,43,622,23
1,41,3,6,675,33,1,12,51,699,23
1,33,7,4,699,45,2,3,45,728,23
1,44,1,1,644,27,1,2,47,650,23
1,38,2,3,667,31,1,3,44,672,23
1,36,8,5,608,25,1,7,50,633,23
1,33,4,2,606,34,1,6,40,621,23
1,39,4,3,687,26,2,6,47,708,23
1,38,6,2,652,32,1,4,47,674,23
1,42,6,3,570,16,1,14,52,586,23
1,36,3,3,552,17,1,2,43,584,23
1,45,8,2,656,29,1,4,56,687,23
1,39,3,1,544,35,1,2,44,559,23
1,35,1,3,554,32,1,10,40,575,23
1,48,3,8,680,30,1,5,60,698,23
1,43,2,7,671,26,1,2,53,695,23
1,38,2,2,642,25,1,2,43,659,23
1,46,1,2,639,29,1,4,50,652,23
2,41,2,6,723,27,1,6,51,746,23
2,49,1,1,672,35,1,2,53,695,23
1,37,1,2,526,16,1,11,41,540,23
1,38,2,3,660,39,1,3,44,684,23
1,43,2,1,775,47,2,13,47,805,23
1,54,4,1,650,25,1,2,60,683,23
1,28,3,2,499,20,1,3,34,514,23
3,59,5,2,784,30,2,5,69,804,23
1,33,2,2,533,16,1,2,38,548,23
1,39,7,4,712,29,1,4,51,733,23
1,57,3,4,837,31,1,2,65,868,23
1,52,5,5,795,33,2,3,63,823,23
1,46,6,4,607,22,1,1,57,625,23
1,54,1,5,816,33,1,8,61,843,23
1,38,1,3,567,30,1,2,43,592,23
1,33,3,4,775,50,1,3,41,771,24
1,32,1,1,641,40,1,1,35,644,24
1,24,2,3,562,35,1,3,30,566,24
1,31,2,1,854,60,3,3,35,862,24
1,30,6,3,808,29,1,2,40,822,24
1,29,3,1,635,42,1,2,34,639,24
1,27,1,1,551,29,1,1,30,555,24
1,31,2,1,554,42,1,1,35,562,24
1,28,1,1,617,37,1,1,31,622,24
1,44,3,1,1076,60,1,1,49,1082,24
1,26,1,1,530,29,1,3,29,533,24
1,32,2,1,611,33,1,2,36,613,24
1,33,9,8,1042,49,1,1,51,1054,24
1,42,1,1,875,52,1,1,45,888,24
1,30,1,1,503,28,1,1,33,517,24
1,30,3,2,728,59,1,1,36,736,24
1,27,3,3,745,38,1,1,34,766,24
1,23,1,2,521,38,1,1,27,529,24
1,22,7,2,731,29,1,1,32,722,24
1,26,2,1,666,40,1,2,30,673,24
1,47,12,2,1143,77,1,1,62,1161,24
1,24,2,4,503,37,1,1,31,509,24
1,16,2,5,451,31,1,1,24,454,24
1,38,2,1,637,52,1,1,42,643,24
1,63,2,3,1166,49,1,2,69,1196,24
1,37,2,2,679,34,1,2,42,669,24
4,39,3,1,732,54,1,3,47,752,24
1,48,6,1,808,43,1,2,56,829,24
1,30,1,1,562,38,1,1,33,572,24
1,32,1,2,661,41,1,1,36,669,24
1,24,1,3,748,36,1,1,29,754,24
1,25,2,2,582,36,1,1,30,588,24
1,33,6,1,791,35,1,1,41,799,24
1,25,3,2,807,55,1,1,31,812,24
1,26,11,1,842,41,1,2,39,855,24
3,44,4,3,782,45,1,3,54,788,24
1,36,2,4,770,46,1,2,43,780,24
1,38,5,5,891,65,1,5,49,905,24
1,32,5,1,754,51,1,5,39,766,24
1,30,6,1,803,51,1,2,38,810,24
1,26,17,1,933,70,1,2,45,943,24
1,25,7,3,613,28,1,1,36,616,24
1,23,8,2,659,34,1,1,34,666,24
1,37,5,2,946,65,1,2,45,959,24
1,38,6,3,980,72,1,1,48,992,24
1,45,4,2,957,70,1,3,52,969,24
1,36,2,1,823,44,1,2,40,831,24
1,32,1,1,696,37,1,1,35,700,24
1,32,1,1,696,37,1,1,35,700,24
1,32,1,1,696,37,1,1,35,700,24
1,39,5,1,711,38,1,2,46,718,25
1,33,3,2,617,39,1,1,39,638,25
1,36,1,2,577,28,1,1,40,602,25
1,45,2,1,679,29,1,3,49,696,25
1,45,1,2,639,35,3,1,49,652,25
1,43,3,2,693,26,1,1,49,715,25
1,41,2,2,758,31,3,2,46,770,25
1,32,2,2,609,17,2,1,37,621,25
1,24,2,2,607,28,2,1,29,621,25
1,51,4,2,801,39,1,1,58,821,25
1,38,3,2,651,36,1,2,44,675,25
1,38,4,3,720,40,1,1,46,734,25
1,35,1,3,728,35,2,1,40,759,25
1,38,2,2,634,38,1,1,43,649,25
1,58,1,2,828,34,1,1,62,855,25
1,49,2,2,756,31,1,2,54,783,25
1,45,1,2,830,36,1,2,49,854,25
1,35,1,1,657,28,2,2,38,672,25
1,34,2,2,659,33,2,2,39,680,25
1,38,1,2,639,28,2,2,42,659,25
1,31,1,2,638,31,3,3,35,648,25
1,47,4,2,823,47,1,2,54,834,25
1,37,1,3,661,35,2,2,42,683,25
4,52,9,2,795,29,1,4,67,823,25
1,39,3,2,689,31,3,1,45,710,25
2,51,6,2,797,23,2,1,61,819,25
2,44,2,2,777,36,2,1,50,801,25
2,45,2,3,798,70,1,3,52,825,25
5,52,6,2,733,29,2,1,65,777,25
1,48,4,2,787,36,2,5,55,819,25
1,41,1,2,678,24,1,1,45,704,25
1,49,1,6,815,37,1,1,57,840,25
1,49,1,6,815,37,1,1,57,840,25
1,31,4,2,611,22,1,3,38,630,25
1,28,7,1,467,30,2,4,37,495,25
1,39,7,1,600,41,2,3,48,630,25
1,32,2,1,588,27,2,1,36,607,25
1,32,1,2,598,30,1,1,36,616,25
1,36,1,2,582,36,4,1,40,613,25
1,52,2,2,762,37,1,2,57,783,25
1,42,3,2,673,29,1,1,48,696,25
1,58,3,2,842,33,2,1,64,870,25
1,31,3,2,642,24,2,3,37,664,25
2,47,1,3,721,50,1,1,53,744,25
1,42,6,2,755,36,3,2,51,778,25
1,45,6,4,608,35,1,1,56,629,25
2,46,3,2,795,37,3,2,53,810,25
1,36,1,1,663,33,3,2,39,678,25
4,60,3,3,810,32,2,2,70,846,25
1,45,4,2,793,36,1,4,52,814,25
2,42,1,1,922,55,1,1,46,948,26
1,29,1,1,725,33,2,1,32,747,26
1,48,1,1,938,46,1,3,51,957,26
1,41,1,1,713,53,1,1,44,746,26
1,35,1,1,817,38,1,1,38,842,26
1,29,1,1,628,37,1,2,32,664,26
1,41,1,1,829,41,1,1,44,853,26
1,32,2,1,705,34,1,1,36,723,26
1,34,2,1,716,42,2,1,38,736,26
1,38,1,1,730,35,1,1,41,749,26
1,39,1,1,723,33,1,1,42,735,26
3,39,4,1,909,60,2,2,47,941,26
1,33,1,1,718,47,2,1,36,746,26
1,41,1,1,777,32,1,1,44,800,26
2,40,1,1,878,66,1,1,44,899,26
1,36,1,1,738,38,1,1,39,754,26
1,35,1,1,811,46,1,1,38,838,26
1,40,4,1,870,43,1,1,46,902,26
1,38,1,1,729,36,1,1,41,748,26
1,49,1,4,1050,47,1,3,55,1074,26
1,37,1,1,774,36,3,2,40,796,26
1,34,1,1,750,26,1,2,37,773,26
1,33,2,1,715,30,1,2,37,732,26
1,33,1,1,732,48,1,1,36,757,26
1,38,1,1,919,38,1,1,41,945,26
1,31,1,1,697,36,1,1,34,711,26
1,29,1,1,705,35,1,2,32,724,26
1,35,2,1,841,40,1,2,39,863,26
1,37,1,1,787,34,1,1,40,803,26
1,33,2,1,781,32,1,1,37,791,26
1,31,2,1,719,34,2,1,35,733,26
1,33,1,1,837,31,4,4,36,859,26
1,26,3,1,726,34,1,1,31,737,26
1,40,2,1,928,30,1,1,44,951,26
1,32,1,1,682,27,1,1,35,702,26
1,39,1,1,914,50,1,2,42,934,26
1,29,1,1,668,30,1,1,32,680,26
1,40,1,1,933,63,1,1,43,953,26
2,38,1,1,922,45,1,3,42,944,26
1,40,1,1,920,57,1,1,43,936,26
1,35,1,1,730,31,1,1,38,750,26
1,34,2,1,752,38,1,1,38,768,26
1,25,3,1,715,26,1,3,30,728,26
1,34,2,1,834,30,1,2,38,854,26
1,26,1,1,661,17,1,1,29,678,26
1,36,1,1,869,52,2,3,39,893,26
1,27,1,1,633,32,1,1,30,648,26
1,34,1,1,774,36,1,2,37,792,26
1,40,1,1,745,27,1,2,43,765,26
1,40,1,1,936,44,1,2,43,958,26
1,9,1,1,352,23,1,2,12,364,27
1,9,1,1,438,34,1,4,12,451,27
1,7,2,1,302,20,1,2,11,315,27
1,5,1,1,294,22,1,2,8,300,27
1,7,1,1,280,26,1,3,10,293,27
1,8,3,1,271,21,1,1,13,283,27
1,6,3,1,198,19,1,1,11,206,27
1,6,1,1,250,19,1,1,9,257,27
1,8,2,1,354,31,1,2,12,361,27
1,10,2,1,255,28,1,6,14,269,27
1,6,3,1,445,29,1,3,11,455,27
1,14,2,1,493,34,1,1,18,518,27
1,12,2,1,449,50,1,1,16,468,27
1,7,2,1,231,17,1,1,11,239,27
1,7,1,1,217,16,1,3,10,225,27
1,9,2,1,357,25,1,1,13,369,27
1,5,4,1,371,30,1,4,11,386,27
1,8,3,1,431,39,1,3,13,444,27
1,8,1,1,246,15,1,4,11,255,27
1,9,4,1,303,19,1,2,15,323,27
1,7,1,1,218,17,1,3,10,228,27
1,7,2,1,254,20,1,1,11,269,27
1,12,3,1,449,41,3,2,17,475,27
1,12,2,1,260,20,1,1,16,263,27
1,10,2,1,294,19,2,1,14,305,27
1,14,2,1,464,32,1,1,18,488,27
1,11,2,1,338,33,1,1,15,351,27
1,13,4,1,381,37,1,2,19,410,27
1,19,6,2,447,35,1,3,28,478,27
1,11,2,1,307,22,1,1,15,325,27
1,11,2,1,392,36,2,2,15,417,27
1,12,1,1,477,34,1,1,15,494,27
1,18,4,1,518,43,1,2,24,540,27
1,11,2,1,335,22,1,2,15,352,27
1,12,1,1,387,29,1,4,15,407,27
1,11,4,1,244,20,1,2,17,259,27
1,8,3,1,446,38,1,3,13,462,27
1,14,6,1,471,41,1,2,22,481,27
1,13,4,1,435,31,1,3,19,442,27
1,15,8,1,462,45,1,7,25,473,27
1,6,1,1,178,17,1,1,9,182,27
1,11,4,1,227,18,1,2,17,231,27
1,9,1,1,268,17,1,2,12,271,27
1,8,2,1,237,11,1,3,12,242,27
1,12,2,1,273,25,2,2,16,283,27
1,13,5,1,339,26,1,3,20,346,27
1,21,6,1,719,70,1,2,29,730,27
1,10,2,1,346,27,1,3,14,350,27
1,10,3,1,372,30,1,4,15,382,27
1,17,2,1,483,25,2,3,21,494,27
1,30,1,1,465,21,1,6,33,481,28
1,22,1,1,409,17,1,3,25,412,28
1,44,1,1,733,25,2,4,47,759,28
1,18,6,1,412,17,1,2,26,431,28
1,24,1,1,390,7,1,2,27,398,28
1,37,1,2,637,26,1,3,41,675,28
1,23,2,1,384,21,2,1,27,394,28
1,37,4,1,570,27,1,7,43,590,28
1,43,3,1,758,32,2,4,48,790,28
1,27,1,1,433,19,1,3,30,448,28
1,18,1,1,388,21,1,1,21,403,28
1,35,2,1,601,31,1,4,39,632,28
2,53,1,3,799,51,1,3,59,827,28
1,20,1,1,408,18,1,1,23,415,28
1,34,2,1,734,28,1,8,38,770,28
1,9,1,1,197,11,1,1,12,208,28
1,32,1,1,681,42,1,3,35,712,28
1,23,1,1,445,18,1,1,26,468,28
1,26,1,1,633,24,1,1,29,657,28
1,22,4,1,434,13,1,3,28,457,28
1,30,1,1,562,33,1,1,33,591,28
1,19,4,1,372,19,1,3,25,388,28
1,31,2,1,553,35,1,4,35,574,28
1,40,1,1,745,47,3,2,43,771,28
1,26,1,1,464,23,2,1,29,485,28
1,15,1,1,260,8,1,2,18,266,28
1,45,3,2,741,38,1,2,51,768,28
1,28,2,1,471,21,1,6,32,481,28
1,30,5,1,433,19,1,1,37,450,28
1,26,4,1,440,18,1,1,32,454,28
1,19,2,1,380,15,1,1,23,391,28
1,28,2,1,668,37,2,7,32,704,28
1,21,1,1,371,16,1,2,24,391,28
1,28,1,1,552,30,1,1,31,560,28
1,36,1,1,533,24,1,1,39,551,28
1,16,1,1,287,9,1,1,19,297,28
1,32,2,1,471,21,1,1,36,489,28
1,34,2,1,442,21,1,1,38,459,28
1,45,1,1,740,40,2,2,48,757,28
1,28,2,1,420,19,1,1,32,436,28
1,14,1,1,223,7,1,2,17,230,28
1,17,1,1,344,15,1,1,20,360,28
1,25,3,1,399,30,2,2,30,416,28
1,34,3,1,718,34,1,3,39,724,28
1,47,1,1,739,33,1,2,50,757,28
1,27,2,1,405,21,1,1,31,424,28
1,24,2,1,462,17,1,2,28,486,28
1,41,2,1,621,34,1,2,45,637,28
1,36,3,1,598,29,1,2,41,618,28
1,28,4,1,475,28,1,2,34,487,28
1,10,1,1,199,11,1,2,13,201,29
1,12,1,1,222,18,1,1,15,230,29
1,11,1,1,228,21,2,2,14,229,29
1,10,2,1,197,13,1,1,14,202,29
1,13,1,1,221,16,2,1,16,221,29
1,10,1,1,216,15,1,2,13,220,29
1,10,2,1,224,14,1,2,14,227,29
1,10,1,1,227,17,1,1,13,229,29
1,14,2,1,223,13,1,2,18,228,29
1,15,1,1,194,13,1,1,18,199,29
1,13,2,1,218,14,2,1,17,222,29
1,10,1,1,197,15,1,1,13,203,29
1,12,2,1,193,11,1,1,16,196,29
1,14,1,1,191,18,1,3,17,199,29
1,11,1,1,229,15,1,2,14,231,29
1,11,1,1,204,14,1,1,14,207,29
1,12,1,1,193,15,1,1,15,196,29
1,14,1,1,185,12,2,1,17,187,29
1,14,1,1,206,14,1,1,17,209,29
1,8,1,1,195,19,1,2,11,197,29
1,13,2,1,213,15,1,1,17,213,29
1,10,1,1,178,13,1,2,13,180,29
1,10,1,1,214,13,1,1,13,216,29
1,9,1,1,201,15,1,2,12,201,29
1,11,1,1,197,9,1,1,14,201,29
1,11,1,1,226,13,1,1,14,229,29
1,10,1,1,175,12,1,1,13,179,29
1,13,1,1,223,11,1,1,16,226,29
1,10,1,1,222,11,1,2,13,227,29
1,11,1,1,227,7,2,1,14,231,29
1,11,1,1,188,11,1,1,14,188,29
1,10,2,1,205,14,1,1,14,206,29
1,13,2,1,217,18,1,3,17,217,29
1,12,1,1,197,14,1,1,15,203,29
1,9,1,1,181,13,1,1,12,185,29
1,13,1,1,227,9,1,1,16,230,29
1,13,1,1,242,11,1,1,16,242,29
1,11,1,1,215,14,1,1,14,215,29
1,10,1,1,217,14,1,1,13,217,29
1,10,1,1,193,12,1,1,13,194,29
1,11,1,1,214,11,1,1,14,216,29
1,12,1,1,230,16,1,1,15,235,29
1,30,1,1,520,39,1,1,33,534,29
1,12,1,1,188,10,1,1,15,193,29
1,11,2,1,203,13,1,1,15,210,29
1,19,1,1,294,27,1,1,22,301,29
1,9,2,1,209,12,1,1,13,209,29
1,11,2,1,231,11,1,1,15,237,29
1,10,2,1,190,9,1,1,14,195,29
1,10,1,1,225,19,1,1,13,227,29
1,31,2,1,783,43,3,1,35,822,3
1,16,14,1,789,39,2,1,32,808,3
1,33,3,1,788,45,1,1,38,813,3
1,24,4,1,746,44,1,1,30,775,3
1,38,1,1,792,34,1,1,41,808,3
1,29,6,1,786,40,1,1,37,815,3
1,35,2,1,789,50,1,1,39,818,3
1,28,4,1,788,36,1,1,34,812,3
1,42,2,1,812,49,1,2,46,831,3
1,54,2,1,801,42,1,1,58,810,3
1,23,2,1,768,36,1,2,27,798,3
1,25,2,1,745,51,1,1,29,770,3
1,29,2,1,775,35,1,1,33,801,3
1,29,6,2,796,51,1,1,38,827,3
1,25,5,1,777,41,1,2,32,799,3
1,29,4,1,796,42,1,2,35,829,3
1,27,2,1,789,40,1,1,31,816,3
1,31,7,1,795,45,1,1,40,815,3
3,28,12,1,732,38,1,5,44,757,3
1,32,2,1,804,39,1,1,36,830,3
1,28,3,1,770,36,1,1,33,799,3
1,39,2,1,803,61,1,1,43,838,3
2,27,16,1,788,43,1,1,46,811,3
1,32,6,2,788,48,1,1,41,816,3
2,30,3,1,758,51,1,1,36,799,3
6,38,2,1,760,57,1,2,47,781,3
1,31,3,1,786,62,1,1,36,807,3
5,35,4,1,793,46,2,1,45,820,3
2,34,4,1,792,39,1,3,41,827,3
1,37,5,1,842,38,1,1,44,869,3
1,25,5,1,789,36,1,1,32,817,3
1,31,3,1,827,38,1,2,36,850,3
1,34,3,2,844,36,2,1,40,871,3
1,25,3,1,864,50,1,1,30,889,3
1,35,2,1,849,41,1,1,39,884,3
1,40,8,1,881,60,1,1,50,903,3
1,36,2,1,832,54,1,1,40,854,3
1,28,5,1,872,46,1,1,35,896,3
1,36,3,1,876,54,1,2,41,907,3
1,8,1,1,184,2,1,2,11,192,3
1,38,5,1,824,37,1,1,45,854,3
1,40,1,1,850,52,1,1,43,888,3
1,42,1,1,884,53,1,1,45,921,3
1,36,6,1,897,38,1,1,44,938,3
1,18,1,1,389,9,1,4,21,408,3
1,26,7,1,865,56,1,1,35,906,3
1,34,2,1,889,66,2,1,38,937,3
1,40,6,1,893,58,1,2,48,916,3
1,31,3,1,934,54,1,2,36,963,3
2,37,3,1,914,63,1,1,43,938,3
1,45,6,2,486,20,3,1,54,504,30
2,47,4,1,497,28,1,1,54,515,30
1,39,2,1,484,26,1,1,43,508,30
1,42,3,1,488,35,2,1,47,516,30
1,35,3,1,466,21,1,3,40,479,30
1,38,2,1,483,19,1,1,42,512,30
1,35,1,1,453,45,1,1,38,474,30
1,39,1,2,477,32,1,1,43,499,30
1,35,3,1,468,14,1,1,40,486,30
2,46,6,2,481,20,1,2,56,505,30
2,47,5,1,477,44,1,1,55,495,30
1,37,2,1,487,26,3,1,41,517,30
1,45,2,2,481,25,2,1,50,493,30
1,29,3,2,474,35,1,1,35,490,30
1,48,3,1,464,20,1,3,53,484,30
1,42,2,1,495,34,1,1,46,528,30
1,33,1,1,459,34,1,1,36,475,30
1,35,7,2,452,19,1,1,45,469,30
1,33,8,3,485,23,1,2,45,504,30
1,40,6,6,492,31,1,1,53,522,30
1,41,4,2,485,24,1,1,48,497,30
1,36,2,1,450,26,1,1,40,476,30
1,38,2,2,480,25,1,2,43,502,30
1,28,4,2,471,27,2,2,35,491,30
1,33,8,1,470,29,1,2,43,494,30
1,38,9,2,473,19,2,3,50,493,30
3,39,1,2,455,30,1,1,45,471,30
3,36,6,1,468,20,2,1,46,493,30
2,63,1,1,791,65,1,2,67,823,30
1,34,8,3,479,18,1,1,46,488,30
1,36,1,1,453,37,2,1,39,474,30
1,37,3,1,504,22,1,1,42,527,30
1,33,1,1,453,25,1,1,36,476,30
1,32,8,1,508,24,2,3,42,537,30
1,31,2,7,445,22,1,5,41,468,30
2,40,2,2,471,30,1,4,46,489,30
1,39,3,4,470,29,1,1,47,480,30
2,45,3,2,496,45,2,1,52,527,30
1,38,4,3,458,26,1,1,46,481,30
1,34,3,1,454,24,2,1,39,477,30
2,36,7,2,468,26,2,1,47,478,30
1,33,6,1,465,26,2,2,41,477,30
1,38,4,1,498,37,1,1,44,512,30
1,30,2,3,489,32,1,1,36,501,30
1,34,9,2,490,22,1,1,46,506,30
1,34,1,1,476,35,3,2,37,485,30
1,33,2,1,482,31,1,2,37,495,30
1,39,1,1,482,33,2,1,42,496,30
1,35,3,2,454,28,4,2,41,462,30
1,40,4,2,460,39,2,3,47,475,30
2,47,3,2,918,29,1,5,54,967,4
1,35,12,1,938,30,5,2,49,958,4
1,45,8,1,941,30,4,5,55,977,4
1,39,9,1,919,38,1,2,50,939,4
1,49,4,1,872,27,2,1,55,906,4
1,44,7,3,914,40,1,4,55,930,4
1,48,1,1,909,45,2,2,51,946,4
1,42,3,1,954,35,1,1,47,976,4
1,52,17,1,915,37,1,3,71,945,4
1,41,15,1,908,37,3,2,58,930,4
1,43,5,1,918,19,8,4,50,949,4
1,51,4,1,938,28,3,1,57,961,4
1,50,3,1,955,47,1,3,55,988,4
1,48,3,1,920,47,1,2,53,949,4
1,42,3,3,914,37,3,5,49,943,4
1,48,6,1,978,56,2,6,56,1005,4
1,56,2,1,907,34,1,3,60,949,4
1,52,1,1,913,40,3,1,55,939,4
1,44,2,1,894,32,2,3,48,914,4
